id,player_name,player_status,year_of_event,statement_made,event_description,platform,event_type,media_tone,post_status,media_coverage,sources,url,valid
621,Martin Emerson Jr.,Playing,2026.0,The Saints have a great tradition of defensive backs. I’m here to add to that and win.,Brief comments after signing a contract with New Orleans on April 28.,Instagram,Support,Positive,Active,Low,NFL Draft Diamonds,https://nfldraftdiamonds.com/2026/04/nfl-transactions-1122/,
622,Anfernee Jennings,Playing,2026.0,Grateful for the chance in New Orleans. Ready to get to work with this group.,Announcing his free agent signing with the Saints.,Twitter/X,Support,Positive,Active,Low,NFL.com,https://www.nfl.com/transactions/league/signings/2026/4,
623,Michael Burton,Playing,2026.0,"Cleveland, let's go. Ready to bring that physical presence to the backfield.",Social media post following his signing with the Browns.,Instagram,Support,Positive,Active,Low,NFL.com,https://www.nfl.com/transactions/league/signings/2026/4,
624,Brandon Johnson,Playing,2026.0,Fired up to join the Steelers. Can't wait to get in the room and compete.,Reacting to his late-April signing with Pittsburgh.,Twitter/X,Support,Positive,Active,Low,NFL.com,https://www.nfl.com/transactions/league/signings/2026/4,
625,Matt Araiza,Playing,2026.0,Blessed to be back with the Chiefs. Ready to build on what we did last year.,Commenting on signing his exclusive rights tender with Kansas City.,Instagram,Support,Positive,Active,Low,NFL.com,https://www.nfl.com/transactions/league/signings/2026/4,
626,Ivan Pace Jr.,Playing,2026.0,Minnesota is where I want to be. Glad to have this settled so we can focus on football.,Confirming his re-signing with the Vikings after being tendered as an ERFA.,Public Appearance,Support,Positive,Available,Low,NFL.com,https://www.nfl.com/transactions/league/signings/2026/4,
627,Harrison Bryant,Playing,2026.0,Excited for this new opportunity in Seattle. Ready to contribute to the tight end room and help this offense any way I can.,"First comments after signing a contract with the Seattle Seahawks on April 29, 2026.",Press Statement,Support,Positive,Available,Medium,Seahawks.com,https://www.seahawks.com/news/seahawks-sign-tight-end-harrison-bryant,
628,Brenen Thompson,Playing,2026.0,"I'm so excited, I think it's a perfect fit. I think the fan base and this team got exactly what they needed and I'm excited to get in with McDaniel and get to work.",Expressing his enthusiasm about joining the Los Angeles Chargers and playing under coach Mike McDaniel.,Interview,Support,Positive,Available,High,Chargers.com,https://www.chargers.com/news/nfl-draft-picks-mel-kiper-2026,
629,Mickey Loomis,Management,2026.0,"We're thrilled to add these ten young men to our roster. They've shown the grit and talent to compete at the next level, and we can't wait to get them on the field.",General Manager announcing the signing of 10 undrafted free agents following the 2026 NFL Draft.,Press Conference,Support,Positive,Available,Medium,NewOrleansSaints.com,https://www.neworleanssaints.com/news/saints-undrafted-free-agents-photos-2026-udfa-tracker-nfl,
630,Jadarian Price,Playing,2026.0,It’s a blessing to be picked by Seattle. I’m ready to prove myself and help this team win football games.,Reacting to being selected in the first round (No. 32 overall) by the Seahawks.,Press Conference,Support,Positive,Available,Medium,Seahawks.com,https://www.seahawks.com/news/seahawks-sign-tight-end-harrison-bryant,
631,Bud Clark,Playing,2026.0,I’ve been waiting for this moment my whole life. Grateful to the Seahawks organization for believing in me.,Comment after being selected by the Seahawks in the second round.,Twitter/X,Support,Positive,Active,Low,Seahawks.com,https://www.seahawks.com/news/seahawks-sign-tight-end-harrison-bryant,
632,Beau Stephens,Playing,2026.0,Being a Seahawk is an honor. I'm ready to bring my work ethic to the trenches.,Initial reaction post-draft for the fifth-round offensive lineman.,Instagram,Support,Positive,Active,Low,Seahawks.com,https://www.seahawks.com/news/seahawks-sign-tight-end-harrison-bryant,
633,Emmanuel Henderson Jr.,Playing,2026.0,Seattle is getting a competitor who isn't afraid to do the dirty work. Excited to get to work.,Reflecting on his selection in the sixth round.,Twitter/X,Support,Positive,Active,Low,Seahawks.com,https://www.seahawks.com/news/seahawks-sign-tight-end-harrison-bryant,
634,Andre Fuller,Playing,2026.0,I'm just ready to contribute to the secondary. Seattle is the place to be.,Addressing his seventh-round selection by the Seahawks.,Press Conference,Support,Positive,Available,Low,Seahawks.com,https://www.seahawks.com/news/seahawks-sign-tight-end-harrison-bryant,
635,Deven Eastern,Playing,2026.0,I’m going to make the most of this opportunity. Seattle is a great spot for me to develop.,Commenting on his draft selection by the Seahawks.,Instagram,Support,Positive,Active,Low,Seahawks.com,https://www.seahawks.com/news/seahawks-sign-tight-end-harrison-bryant,
636,Michael Dansby,Playing,2026.0,Blessed beyond measure. Ready to grind and show the Seahawks why they made the right choice.,Final 2026 draft pick by the Seahawks reacting to his selection.,Twitter/X,Support,Positive,Active,Low,Seahawks.com,https://www.seahawks.com/news/seahawks-sign-tight-end-harrison-bryant,
637,CJ Donaldson,Playing,2026.0,I’m ready to contribute immediately. New Orleans is the perfect place to start my journey.,Comments after agreeing to terms as an undrafted free agent with the Saints.,Twitter/X,Support,Positive,Active,Low,NewOrleansSaints.com,https://www.neworleanssaints.com/news/saints-undrafted-free-agents-photos-2026-udfa-tracker-nfl,
638,Cody Hardy,Playing,2026.0,I can't wait to work with this coaching staff. Grateful for the chance to compete.,Reacting to his signing as an undrafted rookie with the Saints.,Instagram,Support,Positive,Active,Low,NewOrleansSaints.com,https://www.neworleanssaints.com/news/saints-undrafted-free-agents-photos-2026-udfa-tracker-nfl,
639,Alan Herron,Playing,2026.0,New Orleans is where I want to be. I’m ready to earn my spot in the trenches.,Comment following his signing as an undrafted free agent with the Saints.,Twitter/X,Support,Positive,Active,Low,NewOrleansSaints.com,https://www.neworleanssaints.com/news/saints-undrafted-free-agents-photos-2026-udfa-tracker-nfl,
640,Michael Heldman,Playing,2026.0,I’m going to bring maximum effort every single snap. Excited for the Saints opportunity.,Reflecting on his new opportunity in New Orleans.,Instagram,Support,Positive,Active,Low,NewOrleansSaints.com,https://www.neworleanssaints.com/news/saints-undrafted-free-agents-photos-2026-udfa-tracker-nfl,
641,DaShawn Jones,Playing,2026.0,I’m here to compete at the highest level. Grateful to the Saints for the opportunity.,Addressing his signing as an undrafted free agent.,Twitter/X,Support,Positive,Active,Low,NewOrleansSaints.com,https://www.neworleanssaints.com/news/saints-undrafted-free-agents-photos-2026-udfa-tracker-nfl,
642,Jeremiah McLendon,Playing,2026.0,Ready to bring my speed to the Saints' defense. Let's work.,Reacting to his new opportunity with New Orleans.,Instagram,Support,Positive,Active,Low,NewOrleansSaints.com,https://www.neworleanssaints.com/news/saints-undrafted-free-agents-photos-2026-udfa-tracker-nfl,
643,KeeShawn Silver,Playing,2026.0,New Orleans is the place to prove myself. I’m ready to dominate.,Post-signing reaction as an undrafted free agent with the Saints.,Twitter/X,Support,Positive,Active,Low,NewOrleansSaints.com,https://www.neworleanssaints.com/news/saints-undrafted-free-agents-photos-2026-udfa-tracker-nfl,
644,Mason Shipley,Playing,2026.0,I’m grateful for this opportunity to compete for the Saints. Time to focus on the work ahead.,Commenting after signing with New Orleans as an undrafted free agent.,Instagram,Support,Positive,Active,Low,NewOrleansSaints.com,https://www.neworleanssaints.com/news/saints-undrafted-free-agents-photos-2026-udfa-tracker-nfl,
645,Jay'Viar Suggs,Playing,2026.0,Ready to bring my intensity to New Orleans. I'm here to work.,Reacting to his undrafted free agent signing.,Twitter/X,Support,Positive,Active,Low,NewOrleansSaints.com,https://www.neworleanssaints.com/news/saints-undrafted-free-agents-photos-2026-udfa-tracker-nfl,
646,Alex Wollschlaeger,Playing,2026.0,I’m just focused on being the best teammate I can be for the Saints. Ready to get started.,Concluding his undrafted free agent agreement with New Orleans.,Instagram,Support,Positive,Active,Low,NewOrleansSaints.com,https://www.neworleanssaints.com/news/saints-undrafted-free-agents-photos-2026-udfa-tracker-nfl,
647,Teair Tart,Playing,2026.0,I think we’re [bleeping] starving.,Describing the Chargers' level of motivation after signing a multi-year contract extension and reflecting on falling short in the previous postseasons.,Press Conference,Support,Positive,Available,Medium,Chargers.com,https://www.chargers.com/news/teair-tart-stats-contract-free-agent-quote,
648,Teair Tart,Playing,2026.0,"I know I play with a chip on my shoulder, always got something to prove, always want to find ways to get better each and every season.",Reflecting on his mindset after securing a new long-term deal with the Chargers in the 2026 offseason.,Press Conference,Reflection,Positive,Available,Medium,Chargers.com,https://www.chargers.com/news/teair-tart-stats-contract-free-agent-quote,
649,Nick Barrett,Playing,2026.0,"I'm more of a run stopper, push the pocket. I do good with anchoring and taking on double teams and creating knockbacks.",Describing his playstyle and what he brings to the trenches after being drafted 145th overall by the Chargers.,Interview,Support,Positive,Available,Low,Chargers.com,https://www.chargers.com/news/nfl-draft-picks-mel-kiper-2026,
650,Julian Neal,Playing,2026.0,"Ready to get to work in the Pacific Northwest. Seattle, let’s go!",Commenting on his third-round selection by the Seahawks in the 2026 NFL Draft.,Twitter/X,Support,Positive,Active,Low,Seahawks.com,https://www.seahawks.com/news/seahawks-sign-tight-end-harrison-bryant,
651,Jordyn Tyson,Playing,2026.0,New Orleans is a place where I can really showcase what I do. I’m ready to contribute to this offense alongside Chris (Olave).,Discussing his fit with the Saints after being selected as a top-10 pick despite an injury-hampered final college season.,Press Conference,Support,Positive,Available,High,NBC Sports,https://www.nbcsports.com/fantasy/football/news/nfl-draft-2026-best-and-worst-fantasy-fits,
652,Rueben Bain Jr.,Playing,2026.0,I’m focused on the future and being the best player I can be for Tampa Bay. I’m ready to get after the quarterback.,Addressing the media after being the surprise first-round selection for the Buccaneers at No. 15.,Press Conference,Support,Positive,Available,High,Buccaneers.com,https://www.buccaneers.com/news/magic-pick-84-more-s-s-mailbag,
653,Todd Bowles,Management,2026.0,Bain brings an edge and a passion that is contagious. He’s exactly the kind of disruptor we want on our front.,Bucs head coach praising the pick of Rueben Bain Jr. during the team's post-draft wrap-up.,Press Conference,Support,Positive,Available,Medium,Buccaneers.com,https://www.buccaneers.com/news/magic-pick-84-more-s-s-mailbag,
654,Jeremiyah Love,Playing,2026.0,I don't look at the 'RB value' talk. I look at what I can do for the Cardinals on the field. I'm here to score points.,"Responding to being drafted 3rd overall, a high slot for a running back in the modern NFL.",Press Conference,Support,Positive,Available,High,NFL.com,https://www.nfl.com/news/2026-nfl-draft-final-snap-grades-for-every-team,
655,Chase Bisontis,Playing,2026.0,Arizona is getting a nasty blocker. I'm ready to protect my QB and open lanes for Jeremiyah.,Post-draft comments from the Cardinals' second-round pick regarding his physical playstyle.,Interview,Support,Positive,Available,Medium,NFL.com,https://www.nfl.com/news/2026-nfl-draft-final-snap-grades-for-every-team,
